A0A0B4JD44	GO:0034976
Q24592	GO:0003383,GO:0007350,GO:0007298,GO:0008283,GO:0048749,GO:0001745,GO:0001751,GO:0051607,GO:0045317,GO:0042067,GO:0007455,GO:0042078,GO:0007481,GO:0042386,GO:0035172,GO:0030097,GO:0007442,GO:0006959,GO:0006955,GO:0007259,GO:0035171,GO:0035167,GO:0007478,GO:0045475,GO:0007616,GO:0060031,GO:0007399,GO:0016318,GO:0007424,GO:0030707,GO:0030713,GO:0038083,GO:0007365,GO:0031453,GO:0007538,GO:0016476,GO:0035206,GO:0046425,GO:0048103,GO:0019827,GO:0007260,GO:0007472
Q9VW23	GO:0048515
Q9VYX5	
A4V0X6	GO:0006417
A4VCL2	GO:0006468
A8DQW8	GO:0009950,GO:0007362,GO:0008293,GO:0007305
Q9VAP2	GO:0051301,GO:0007052,GO:0007088,GO:0051225
A8DY43	
Q04164	GO:0007411,GO:0007155,GO:0002168,GO:0060548
A8DY57	
P42287	GO:0030714,GO:0009952,GO:0007298,GO:0090110,GO:0030381,GO:0048263,GO:0008069,GO:0046843,GO:0007173,GO:0007474,GO:0008070,GO:0007314,GO:0007310,GO:0016325,GO:1903688
P07663	GO:0001306,GO:0048148,GO:0048512,GO:0032922,GO:0007623,GO:0042745,GO:0060086,GO:0007620,GO:0007619,GO:0008340,GO:0008062,GO:0009649,GO:0043153,GO:0045475,GO:0007616,GO:0045433,GO:0007617,GO:0045892,GO:0000122,GO:2000678,GO:0042752,GO:0045187,GO:1904059,GO:0001932,GO:0009416,GO:0006979,GO:0009266,GO:0007622
Q9VCG8	GO:0030195
A8DY81	GO:0006402,GO:0017148,GO:0000289,GO:0030707
Q9V780	GO:0007163,GO:0015031
Q9VXE5	GO:0000187,GO:0032147,GO:0048749,GO:0001751,GO:0007010,GO:0007030,GO:0016319,GO:0045792,GO:0018105,GO:0045315,GO:0006468,GO:2000047,GO:0043408,GO:0023014,GO:0031098
Q9W379	GO:0071364,GO:0035149,GO:1990261,GO:0007430
Q9W4P5	GO:0015991,GO:0006879,GO:0036295,GO:0008593,GO:0007430,GO:0007035
A8DY95	GO:0009166
Q9VJ37	GO:0046665,GO:0007411,GO:0022416,GO:0008407,GO:0070983,GO:0007391,GO:0035050,GO:0007390,GO:0008258,GO:0007507,GO:0048542,GO:0008045,GO:0007521,GO:0043433,GO:0035310,GO:0045944,GO:0010468
Q9VYR0	GO:0016070
A8DYB0	GO:0000027,GO:0006364
Q9VY61	
Q9Y0I1	GO:0006342,GO:0051276,GO:0051304,GO:0006281,GO:0016573,GO:0016575,GO:0043486,GO:0043968,GO:0043967,GO:0010628,GO:0000416
A8DYB6	
Q9VF09	
Q9VXY3	GO:0006099
A8DYB9	
F0JAK1	
Q7JUM5	GO:0000278,GO:0045448,GO:0016319,GO:0007279
Q95T12	GO:0150008,GO:0070588,GO:0006816,GO:0035212,GO:0150007,GO:0046530,GO:0043525,GO:0099533,GO:0042981,GO:0048488,GO:0016192
A8DYE2	GO:0098655,GO:0070838,GO:0010960,GO:0051262,GO:0055069
A8DYI6	
B9EQQ2	
Q9VDS9	GO:0000186,GO:0000165,GO:0046330,GO:0032874,GO:0006468,GO:0048082
Q9VIS5	GO:0000122
Q9VJ60	
Q9VLK8	
Q9VLQ9	GO:0015031,GO:0042147
Q9VZ09	GO:0007496,GO:0030154,GO:0007492,GO:0045944,GO:0007497,GO:0007538,GO:0007530,GO:0007540,GO:0007548
Q9W3V2	
Q9W5N0	
A8DYF7	GO:0006457
Q9VXE7	GO:0016311,GO:0046855,GO:0046856,GO:1902093
A8DYH1	GO:0046716,GO:0006355,GO:0007419
A8DYK5	
Q9VMU5	GO:0007619,GO:0008049,GO:0048047
Q9VTF5	
A8DYM0	GO:0007412,GO:0045886
Q7KPG8	GO:0006289,GO:0000079,GO:0006357,GO:0006367
Q9VMN3	GO:0000281,GO:0006468
Q9W102	GO:0006270
A8DYP0	GO:0007527,GO:0007275,GO:0036309,GO:0006468,GO:0035023,GO:0045214
P32100	GO:0002181,GO:0000463,GO:0035073
Q9VDK2	
Q9VKI8	
X2JD14	
A8DYX9	
Q09101	GO:0008039
A8DYY1	
Q9VQX6	
Q7JXE4	
Q9VHH1	GO:0032504
Q9VJV2	
Q9VNP7	GO:0006865,GO:0050829,GO:0097638,GO:0055088,GO:1903352,GO:0045824,GO:0040008
Q9XTP7	GO:0006325,GO:0048749,GO:0050832,GO:0007391,GO:0035050,GO:0007476,GO:0007000,GO:0051302
P16378	GO:0007188,GO:0008356,GO:0032291,GO:0042595,GO:0019722,GO:0061343,GO:0030866,GO:0014045,GO:0060857,GO:0001737,GO:0007186,GO:0007507,GO:0045886,GO:0035567,GO:0050916,GO:0019991,GO:0007419
P52487	GO:0000209,GO:0006511
Q8T498	GO:0046580,GO:0007165
Q9VC66	GO:0032482
Q9VDX9	
Q9VH39	GO:0032981
Q9VJD3	GO:0001675,GO:0000916,GO:0006891,GO:0007112,GO:0007110,GO:0007111,GO:0000212,GO:0061024,GO:0007275,GO:0015031,GO:0007290
Q9VJN4	
Q9VR89	
Q9VXK0	
Q9VZC0	
Q9W4Y8	
A8DZ29	GO:0048136,GO:0000278,GO:0006417,GO:0048515,GO:0048137,GO:0006412,GO:0006413
Q9VCC9	GO:1902350,GO:0071456,GO:0042632,GO:0008340,GO:0035883,GO:0036335,GO:0035069,GO:0055088,GO:0030308,GO:0008285,GO:0045792,GO:0048640,GO:0045571,GO:0046627,GO:0046621,GO:1904262,GO:0032007,GO:0048477,GO:0007424,GO:0010508,GO:0043547,GO:1904515,GO:0051726,GO:0042127,GO:0042325,GO:2000377,GO:2000331,GO:0048505,GO:0007584,GO:0007165
Q9VSC1	GO:0045900,GO:0006616
Q9VW27	GO:0045892,GO:0008039
A8JNC7	GO:0050808
A8JNI2	GO:0000398,GO:0008380
Q94535	GO:0000398,GO:0000381,GO:0008380
P22464	GO:0032509,GO:0030011,GO:0010797,GO:0048190
Q9VVA7	GO:0006464,GO:0035002,GO:0035090,GO:0036258,GO:0044130,GO:0045571,GO:0016322,GO:0015031,GO:0007430
Q9NB13	GO:0007166
Q9VR05	
A8JNP3	GO:0006875,GO:0034599,GO:0045944,GO:0046688,GO:0010038,GO:1990170,GO:0055069
O61351	
Q7JX41	GO:0007307,GO:0007113,GO:0008156,GO:0007348
Q9VIX2	GO:0007160,GO:0007016,GO:0046843,GO:0035218,GO:0010506,GO:0043087,GO:1901739,GO:0035220
A8JNS4	GO:1903061
P11147	GO:0007413,GO:0007411,GO:0034605,GO:0035967,GO:0034620,GO:0051085,GO:0061077,GO:0070868,GO:0061738,GO:0061024,GO:0000398,GO:0007399,GO:0007269,GO:0030707,GO:0006457,GO:0042026,GO:0006986,GO:0016246,GO:0016192
P92208	GO:0019731,GO:0048675,GO:0007411,GO:0071243,GO:0071276,GO:0071310,GO:0034599,GO:0034614,GO:0048674,GO:0071907,GO:0046843,GO:0007391,GO:0007395,GO:0048615,GO:0043652,GO:0001736,GO:0048803,GO:0046529,GO:0035556,GO:0007254,GO:0007258,GO:0007616,GO:0000165,GO:0035006,GO:0046844,GO:0016319,GO:0043508,GO:0048666,GO:0048812,GO:0030707,GO:0010508,GO:1903688,GO:0010628,GO:1904801,GO:0006468,GO:0010468,GO:0009408,GO:0006979,GO:0048010,GO:0042060,GO:0035313
A8JNU6	GO:0006099
Q9VIW8	GO:0016567,GO:0031146
Q9VRZ7	GO:0007030
G4LU15	
Q9VI58	GO:2000627,GO:0031054,GO:0071076
Q9W2S2	GO:0000045,GO:0006914,GO:0000422,GO:0006995,GO:0008340,GO:0035096,GO:0016236,GO:0010506,GO:0031396
A8JPC8	GO:0031032
A8JPQ1	GO:0042332
Q9VSG9	
Q9VZN0	GO:0031532
Q9W5C8	
A8JQ65	GO:0035556,GO:0016310,GO:0051259,GO:0007205
Q24318	GO:0008069,GO:0007307,GO:0007113,GO:0008630,GO:0045476,GO:0048477,GO:0010628,GO:0045850,GO:0051726
A8JQT1	GO:0006182,GO:0019934,GO:0006468,GO:0007168,GO:0007165
Q9W236	GO:0032509,GO:0043162,GO:0007034
P08182	GO:0007623,GO:0008062,GO:0060810,GO:0045475,GO:0016319,GO:0007310,GO:0006468,GO:0050807,GO:0007622,GO:0016055
P13097	GO:0030154,GO:0048749,GO:0000122,GO:0007219,GO:0050767,GO:0001756
P15278	GO:0007413,GO:0007411,GO:0007156,GO:0030707,GO:0016200,GO:0008039
P30432	GO:0051048
Q7JW66	
Q7JZD5	GO:0007469,GO:0009953,GO:0006955,GO:0045316,GO:0042480,GO:0045944,GO:0006355,GO:0006351
Q7KKH3	GO:0030036,GO:0042273,GO:0000055
Q9VJU8	GO:0042742
Q9VMP2	
Q9VQY8	GO:0032456,GO:0042147
Q9VRG7	GO:0007474,GO:0030514,GO:0006998,GO:0010867,GO:0006470
Q9VXD6	
Q9W2G2	
A8JQY9	
B5X0J6	
Q8SZF1	GO:0030261,GO:0006310,GO:0006281,GO:0006302,GO:0045003,GO:0007294,GO:0008298,GO:0030717,GO:0048477,GO:0009949,GO:0009951,GO:0007131,GO:0006417,GO:0071140,GO:0000722
Q9VJY6	GO:1902626,GO:0002181,GO:0000027,GO:0006412
Q9W0P4	
A8JR14	GO:0000737,GO:0006302,GO:0090305,GO:0000012
A8JR16	GO:0006357
P40946	GO:0030036,GO:0048149,GO:0001745,GO:0006886,GO:0007112,GO:0007520,GO:0007269,GO:0006471,GO:0007283,GO:0048488,GO:0016192
Q9VFD1	
A8JR46	GO:0001751,GO:0030968,GO:0007030,GO:0036498,GO:0006402,GO:0006397,GO:0006468,GO:0043484,GO:0034976,GO:0061541
Q2PE14	
Q8T0G1	GO:0010312,GO:0061088,GO:0010043,GO:0071577,GO:0006829
Q9NEF6	GO:0015991
A8JR57	
Q9VFD9	GO:0048149,GO:0007606,GO:0050808
A8JR58	GO:0045434
Q9VYA8	GO:0007030,GO:0009306
A8JR92	
Q7KK90	GO:0006749,GO:0009408,GO:0006979
Q9GNL3	GO:0008045
Q9VNL4	GO:0045454
A8JRD7	
A8JRH3	GO:0051694
Q9NCC3	GO:0000045,GO:0071456,GO:0030032,GO:0000278,GO:0001956,GO:1990709,GO:0015031
A8JTM7	GO:0040003,GO:0048082,GO:0030100
A8JUN7	
Q86BR6	GO:0000045,GO:0006914,GO:0009267,GO:0061723,GO:0035096,GO:0016236,GO:0010506
A8JUR3	GO:0009593
A8JUS7	
Q9VKM3	GO:0099132,GO:0015986,GO:1902600
A8JUV7	GO:0048749,GO:0001751,GO:0035017,GO:0007219,GO:0008284,GO:0008589,GO:0007224,GO:0035222
Q9W221	GO:0009631
A8JUY3	GO:0045945,GO:0045727,GO:0006383
A8JV07	GO:2001253,GO:0010793,GO:0050684
A8JV12	GO:0090278,GO:0006355
Q9VJ01	
A8WHD3	
Q9VIF1	GO:0044747,GO:0034587
Q9VL02	GO:0007286,GO:0048190
A8WHJ2	
O16043	GO:0006325,GO:0006334
P09052	GO:0007275,GO:0048477,GO:0008104
P50536	GO:0006342,GO:0007549,GO:0009047,GO:0016573,GO:0016575,GO:0043968,GO:0043967,GO:0043984,GO:0031936,GO:0035206
Q0E9E0	GO:0008340,GO:0030718,GO:0030513,GO:0030510,GO:0044719
Q24186	GO:0002181,GO:0000028,GO:0006412
Q7K2D2	GO:0008283,GO:0051642,GO:0061883,GO:0007018,GO:0000278,GO:0007052,GO:0051028,GO:0016325,GO:0048477,GO:0007602,GO:0045451,GO:2001019,GO:0008090,GO:0007051
Q8I0P8	GO:0040003
Q8MLL3	GO:0045333,GO:0006744
Q8T053	GO:0006355
Q9VGI8	GO:0006974,GO:0072711,GO:0071479,GO:0032508,GO:0006310,GO:0006281,GO:0000733,GO:0000731,GO:0006302,GO:1990918,GO:0000724,GO:0006303,GO:0045003,GO:0044806,GO:0051307,GO:0010705,GO:0007095,GO:0043066,GO:0051782,GO:1901291,GO:0045950,GO:1905168,GO:0045893,GO:0051259,GO:0051260,GO:0007131,GO:0000079,GO:0090329,GO:0031297,GO:0000712,GO:0071139,GO:0010165,GO:0000732,GO:0061820
Q9VLP4	GO:0055050,GO:0030154,GO:0007112,GO:0010635,GO:0007283
D5SHR2	GO:0005978
P48456	GO:0097720,GO:0072375,GO:0042059,GO:0007269,GO:0006470,GO:0045088,GO:0071731,GO:0030431,GO:0016192
P48554	GO:0031532,GO:0051017,GO:0034334,GO:0002118,GO:0000902,GO:0042742,GO:0046843,GO:0007391,GO:0007394,GO:0035010,GO:0007631,GO:0007390,GO:0008258,GO:0035099,GO:0002433,GO:0007254,GO:0030032,GO:0007617,GO:0035011,GO:0008078,GO:0002009,GO:0016203,GO:0007520,GO:0007424,GO:0006909,GO:0090303,GO:0050770,GO:0010883,GO:0007266,GO:0007435,GO:0007426
Q9VB59	
Q9VEY0	
Q9VFC8	GO:0009267,GO:0071329,GO:0005978,GO:0005977,GO:0061723,GO:0045819,GO:0009749,GO:0009744
Q9VHP1	GO:0006895,GO:0043001,GO:0034067
Q9W528	
A8Y5B7	GO:0003341,GO:0007018,GO:0036158
Q9VVH3	GO:0042407,GO:1903850
M9MS50	GO:0007268,GO:0048789,GO:0042742,GO:0035556,GO:0006468,GO:0010468,GO:0050684,GO:0000245
Q4V480	GO:0040003
Q8IH57	GO:0015842,GO:0015872,GO:0051608,GO:0015844,GO:0006836,GO:1904340,GO:1904647
Q9VC50	
Q9VDD0	GO:0034968
Q9VEP4	
Q9VH19	GO:0007420,GO:0007155,GO:0051301,GO:0051298,GO:0006338,GO:0022900,GO:0008354,GO:0008406,GO:0007444,GO:0019915,GO:0007100,GO:0007076,GO:0007052,GO:0045842,GO:1902769
Q9VS91	GO:0031122,GO:0051321,GO:0051415,GO:0090307
B3DMV2	
B3DN53	GO:0030261,GO:0007076,GO:0000281,GO:0000070,GO:0000819,GO:0070194
B3DNA8	
B7Z0B0	
Q0IGY6	
Q7JXF5	GO:0097240,GO:0051028,GO:0030717,GO:0006606,GO:0097298
Q7JXV9	GO:0097352,GO:0045450,GO:0030154,GO:0008283,GO:0016197,GO:0032509,GO:0010669,GO:0048803,GO:0045199,GO:0050680,GO:0008104,GO:0043328,GO:0042981,GO:0008593,GO:0070086,GO:0043162
Q7JZC9	GO:0007059,GO:0007080
Q8IMJ2	
Q961C9	GO:0009306
Q9VBK9	
Q9VH03	GO:0006468
Q9VH84	GO:0000398
Q9VKD6	GO:0007049,GO:0051301
Q9VN78	
Q9VPK4	GO:0000381
Q9VPU5	
Q9VR64	GO:0060271
Q9VVC8	GO:0051296
Q9W295	
B5A5T4	GO:1903049,GO:0045837,GO:0045938,GO:1903818,GO:0045187,GO:0032222,GO:0048511,GO:0030431
Q7K159	GO:0007307,GO:0000122,GO:0048477,GO:0007283
Q9VBN2	GO:0032370
Q9VHS2	GO:0006123,GO:0097250,GO:0002082
Q9VRF5	
Q9W1R9	
Q7JVH6	
Q7KRW8	GO:0000395,GO:0000398,GO:0000381
Q8MLV1	GO:0006997,GO:0055114,GO:0016126
Q95029	GO:0007586,GO:0007275,GO:0006508,GO:0051603
Q95U34	GO:0033499,GO:0006012
Q9V3W6	GO:0010496,GO:0006811,GO:0072375
Q9VZF4	GO:0007411,GO:0035147,GO:0071456,GO:0042023,GO:1900038,GO:0060253,GO:0045926,GO:0045571,GO:0016567,GO:1903146,GO:0007096,GO:0007088,GO:0030162,GO:0031146,GO:0060438,GO:0007419
B5RJ36	
B5RJ76	GO:0006782
B5RJE8	
Q9VL58	
Q9W3R6	GO:0007391,GO:0007394,GO:0007476,GO:0046529,GO:0031098
B5X0L2	
O76924	GO:0032436,GO:0000209,GO:0006511
Q9VI24	GO:0045196,GO:0035167,GO:0000122,GO:0007405
B6IDR6	GO:0006357
B6IDY6	GO:0007275,GO:0006355,GO:0006351
B6VQ99	
B6VQA0	
Q94518	GO:0007275,GO:0015031
Q9VFX8	
B6VQA1	GO:0061101,GO:0046887,GO:0002793,GO:0045944,GO:0006355,GO:0007419
O61267	GO:0006919,GO:0006915,GO:0006974,GO:0071480,GO:0071481,GO:0000077,GO:0035234,GO:0007281,GO:0072332,GO:0008630,GO:0044773,GO:0030717,GO:0051091,GO:0045944,GO:0006468,GO:0006282,GO:0042770
P50445	GO:0007455,GO:0000278,GO:0051726,GO:0007096,GO:0040020
Q7JRM9	
Q8IH92	GO:0006919,GO:0006915,GO:0008219,GO:0006974,GO:0009267,GO:0008340,GO:0030330,GO:0035234,GO:0008630,GO:0042771,GO:0046533,GO:0014016,GO:0007405,GO:0048477,GO:0045787,GO:2000685,GO:0016239,GO:0045893,GO:0007131,GO:0060785,GO:0042127,GO:0006282,GO:0046620,GO:0006357,GO:1990248,GO:0010212,GO:0009314,GO:0042594,GO:0009411,GO:0042246
Q9VIP8	GO:0007349,GO:0009880,GO:0007315
Q9VSF3	GO:0006464,GO:0045879,GO:0045116
Q9VSR3	GO:0008356,GO:0007616,GO:0008049,GO:0007141,GO:2000766,GO:0017148,GO:0045727,GO:0007283,GO:0007288,GO:0007291
Q9VXM1	GO:0008283,GO:0007005,GO:0000278,GO:0045787,GO:0030307,GO:0008284,GO:1900087,GO:0046427,GO:0006468,GO:0000079,GO:0007088
M9MRJ4	GO:0007015,GO:0016477,GO:0007303,GO:0090286,GO:0051643,GO:0008335,GO:0060361,GO:0007523,GO:0040011,GO:0007498,GO:0034453,GO:0051646,GO:0007097,GO:0051647,GO:0006997,GO:0007519
O02373	GO:0030206,GO:0007427,GO:0008543,GO:0006024,GO:0015014,GO:0007509,GO:0007367,GO:0006065,GO:0016055
O44381	GO:0031532,GO:0007015,GO:0070252,GO:0007375,GO:0090254,GO:0007349,GO:0007377,GO:0035556,GO:0016331,GO:0007277,GO:0035025,GO:0007374,GO:0030589,GO:0050770,GO:0008360,GO:0016476,GO:0043519,GO:0035277,GO:0007370
O46036	GO:0043044,GO:0022416,GO:0090090,GO:0045892,GO:0000122,GO:0090263,GO:0045944,GO:0006357,GO:0016360,GO:0035220
O46339	GO:0007420,GO:0048749,GO:0001752,GO:0001654,GO:0048735,GO:0060323,GO:0007480,GO:0007476,GO:0007479,GO:0072002,GO:0001742,GO:0007422,GO:2000497,GO:0090098,GO:0045944,GO:0000060,GO:0034504,GO:0009954,GO:0042659,GO:0045664,GO:0006357,GO:0007432,GO:0035282,GO:0007525,GO:0010092,GO:0007383,GO:0007380
P29742	GO:0007268,GO:0048268,GO:0048749,GO:0046667,GO:0033227,GO:0006897,GO:0030198,GO:0006886,GO:0035002,GO:0008103,GO:0045451,GO:0045807,GO:0045747,GO:0007594,GO:0006898,GO:0040008,GO:0035159,GO:0033363,GO:0007291,GO:0016079
P48608	GO:0031532,GO:0007015,GO:0045010,GO:0000915,GO:0003383,GO:0106036,GO:0007349,GO:0032507,GO:0007110,GO:0007111,GO:0035011,GO:0045448,GO:0000281,GO:0007424,GO:0097320,GO:0007279,GO:0030838,GO:0090303,GO:0008104,GO:0009306,GO:0030589,GO:0016476,GO:0051489,GO:0007435,GO:0007605,GO:0051225
P54360	GO:0007267,GO:0045198,GO:0001737,GO:0042067,GO:0001736,GO:0016348,GO:0007474,GO:0007446,GO:0007219,GO:0006468,GO:0044719,GO:0043393,GO:0035159,GO:0016055
Q00963	GO:0051693,GO:0007411,GO:0016199,GO:0007409,GO:0042062,GO:0048790,GO:0007026,GO:0007399,GO:0007274,GO:0072499,GO:0007009,GO:0050807
Q2M1E6	GO:0016601,GO:0035023
Q8IQV9	GO:0042332,GO:0051028,GO:0006999,GO:0006606
Q8SXD4	GO:0010499
Q9V397	GO:0008340,GO:0006635,GO:0042594,GO:0042060
Q9VAD6	GO:0000916,GO:0007030,GO:0006886,GO:0006891,GO:0007112,GO:0006890
Q9VC36	GO:0043044,GO:0007306,GO:0007480,GO:0031936,GO:0000122,GO:0006337,GO:0006368,GO:0007305
Q9VCB8	GO:0006974,GO:0006281,GO:0000724,GO:0016925,GO:0031000
Q9VH60	GO:0016567,GO:0060966,GO:0031146,GO:0070923
Q9VLJ5	
Q9VM75	GO:0000462,GO:0045943
Q9VNS1	
Q9VPL5	GO:0090630,GO:0006886,GO:0043087
Q9VW47	GO:0022416,GO:0048749,GO:0035072,GO:0036011,GO:0007406,GO:0090263,GO:0006357,GO:0045498
Q9VWJ6	GO:0031532,GO:0032869,GO:0009267,GO:0048813,GO:0030010,GO:0030950,GO:0008286,GO:0045793,GO:0046628,GO:0051897,GO:0071902,GO:0045887,GO:0061586,GO:0034504,GO:0032956,GO:0008361,GO:0050773,GO:0042325,GO:0034063,GO:0038203
Q9VXG4	
Q9W277	GO:0006897,GO:0006886,GO:0061357,GO:1900242,GO:1904647,GO:0042147,GO:0048488
B7TB45	GO:0007411,GO:0021556,GO:0045087,GO:0008045,GO:0007399,GO:0010941,GO:0031637,GO:0008592,GO:0008063
B7YZE5	
Q9VQB9	
B7YZF2	GO:0048800,GO:0035017,GO:0009913,GO:0035317
B7YZH1	
B7YZI1	GO:0045747,GO:0045035
Q9XYZ4	GO:0006284,GO:0051276,GO:0006302,GO:0031573,GO:0042138,GO:0097552,GO:0007095,GO:0007062,GO:0016233,GO:0000723,GO:0031860
B7YZK8	GO:0008345,GO:0046716,GO:0048747,GO:0030239,GO:0043161,GO:0000209,GO:0016567,GO:0006941
P28167	GO:0007476,GO:0000122,GO:0007399,GO:0045893,GO:0035220
Q7KVX1	GO:0006086,GO:0006090
B7YZM8	GO:0060271
Q9W3X2	
B7YZT2	GO:0006915,GO:0000422,GO:0000266,GO:0043653,GO:0007005,GO:0090141
B7YZT5	GO:0007349,GO:0010004,GO:0007030,GO:0048017,GO:0016042,GO:0006654,GO:0007602,GO:0048215
B7YZU2	GO:0035149,GO:0006508,GO:0060439
B7YZU5	GO:0016059,GO:0045893,GO:0045944,GO:0009416
B7YZW3	
P07183	
Q9VFY2	GO:0032504
B7YZX6	
B7YZX7	
Q9VXB4	GO:0006357
B7YZY7	
B7Z016	
Q7JQL2	
P07548	GO:0009952,GO:1990403,GO:0060322,GO:0060323,GO:0000122,GO:1902339,GO:0045944,GO:0035289,GO:0010468,GO:0007380
Q8INF6	GO:0045736,GO:0000122
Q9V4C6	
Q9VHW6	GO:0070476
Q9VIF7	GO:0045746,GO:0002052,GO:0045860,GO:0008104,GO:0048488
Q9VK43	
Q9VKG3	
Q9W0B3	GO:0032509
B7Z043	GO:0030036,GO:0007298,GO:0071456,GO:0007476,GO:0008078,GO:0007424,GO:0045944,GO:0051302
B7Z0E0	GO:0034599,GO:0006102,GO:0006739,GO:0055114,GO:0006099
Q24570	GO:0006915,GO:0097190,GO:0008340,GO:0008627,GO:0035193,GO:0035006,GO:0043524,GO:0043065,GO:2001272,GO:1901216,GO:0043068,GO:0012501,GO:0010623
Q4V664	
Q8IP27	
Q9VIZ0	GO:0006360,GO:0006383
Q9VI02	
B7Z0I8	
O46084	GO:0035970,GO:0090141,GO:0006470,GO:0010821,GO:0072347,GO:0009408
P34021	GO:0006914,GO:0007298,GO:0048738,GO:0010002,GO:0007155,GO:0030154,GO:0071222,GO:0040003,GO:0008362,GO:0042632,GO:0048813,GO:0008340,GO:0035053,GO:0018990,GO:0035072,GO:0035076,GO:0008544,GO:0007390,GO:0007281,GO:0035188,GO:0008258,GO:0007488,GO:0007476,GO:0035193,GO:0035180,GO:0055088,GO:0006629,GO:0007616,GO:0007443,GO:0007552,GO:0007275,GO:0016319,GO:0044130,GO:0007406,GO:0045892,GO:0000122,GO:0016322,GO:0048477,GO:0007422,GO:0006911,GO:0043065,GO:0045938,GO:1904801,GO:0045893,GO:0045944,GO:0035073,GO:0010506,GO:0043457,GO:0040034,GO:0035206,GO:0035297,GO:1904799,GO:0007468,GO:0006357,GO:0042220,GO:0035075,GO:0035071,GO:0007291
Q24574	GO:0042675,GO:0032435,GO:0090263,GO:0016579,GO:0050821,GO:0031935,GO:0031647,GO:0006511
Q7JXC4	GO:0006338,GO:0035042,GO:0007274,GO:0006334,GO:0070131,GO:0050848,GO:0035041
Q8IQ27	GO:0045087,GO:0002785,GO:0051926,GO:1900425,GO:0045824,GO:0045805,GO:1901800,GO:0016579,GO:0071108,GO:0006511
Q9I7H9	GO:0055114,GO:0019511,GO:0018126,GO:0006417,GO:0006449
Q9I7Z8	
Q9VC10	GO:0016255,GO:0006506,GO:0045313
Q9VNV2	GO:0060828
Q9VS41	GO:0007269,GO:0016082
Q9VT28	GO:0048800,GO:0000902,GO:0008407,GO:0070593,GO:0035317,GO:0007476,GO:0031175,GO:0035316,GO:0048601,GO:0045860,GO:0045893,GO:0050773,GO:0048814,GO:0042052
P39768	GO:0008101,GO:0007455,GO:0008354,GO:0007494,GO:0007366,GO:0045944
Q0E8J0	GO:0000122
Q0E9F2	GO:0030036,GO:0007155,GO:0001745,GO:0061321,GO:0007157,GO:0007156,GO:0007523,GO:0007520,GO:0036059,GO:0097206,GO:0007286
Q24423	GO:0007420,GO:0008283,GO:0001752,GO:0035214,GO:0035218,GO:0010629,GO:0007219,GO:0008056,GO:0007424,GO:0007430,GO:0035220
Q5U0Y0	GO:0008340,GO:0010631,GO:0007526,GO:0010633,GO:0045892,GO:0035206,GO:0007346,GO:0031647,GO:0035220
Q86BS3	GO:0051276,GO:0007059,GO:0007552,GO:0051310,GO:0007094,GO:0007052
Q9VBI0	GO:0000462
Q9VD25	GO:0006383
Q9VD35	
Q9VGI6	
Q9VI16	GO:0019254,GO:0006635
Q9VJ98	
Q9VJS8	GO:0008283,GO:0001752,GO:0035214,GO:0048737,GO:0010629,GO:0007219,GO:0007424,GO:0035220
Q9VQ94	GO:0071711,GO:0090110,GO:0000902,GO:0040003,GO:0007029,GO:0007030,GO:0006886,GO:0035149,GO:0030011,GO:0016203,GO:0022409,GO:0048081,GO:0003331,GO:0034394,GO:0072659,GO:0009306,GO:0008360,GO:0035158,GO:0035151
Q9VSK9	GO:0001522
Q9VU23	
Q9VUF3	GO:0048149,GO:0005977,GO:0070873
Q9VWA0	
Q9VXD4	
Q9VYK7	GO:0006751
B9ZW35	GO:0010002,GO:0008543,GO:0021782,GO:0008347,GO:0007526,GO:0007523,GO:0035170,GO:0035169,GO:0001710,GO:0007501,GO:0008078,GO:0007498,GO:0007509,GO:0051451,GO:0061320,GO:0060252
C0HJH4	GO:0055117
P25992	GO:0007143,GO:0035042
P32870	GO:0007189,GO:0007615,GO:0008306,GO:0048675,GO:0048149,GO:0006171,GO:0019933,GO:0007268,GO:0007623,GO:0001661,GO:0007619,GO:0009190,GO:0008340,GO:0007625,GO:0007612,GO:0007611,GO:0007617,GO:0072375,GO:0007613,GO:0007591,GO:0007528,GO:0007274,GO:0008355,GO:0090328,GO:0010738,GO:0009408,GO:0006979,GO:0007614,GO:0030431
P91663	GO:0051301,GO:0030261,GO:0048567,GO:0016458,GO:0008258,GO:0007443,GO:0007076,GO:0051306,GO:0002009,GO:0007424
Q7JUF8	GO:0008340,GO:0030968,GO:0030433
Q94920	GO:0006811,GO:0006839,GO:0007005,GO:0007602,GO:0007291,GO:0030382
Q9VDM7	GO:0045329
Q9VVM7	GO:0033173,GO:0045944
Q9W0G6	GO:0051301,GO:0090307
C0PV00	
C1C5A5	
Q0E961	GO:0006836,GO:0007464
C4JC86	GO:0006357
P18289	GO:0032870,GO:0046843,GO:0007391,GO:0001736,GO:0046529,GO:0007254,GO:0000165,GO:0046844,GO:0010259,GO:0008348,GO:0000122,GO:0045597,GO:0045823,GO:0045944,GO:0007464,GO:0051726,GO:0051591,GO:0034097,GO:0042493,GO:0032496,GO:0009612,GO:0010033,GO:0009314,GO:0051124,GO:0042060
C4NYP8	GO:0051085
O97061	GO:0040003,GO:0032504
C5WLM7	GO:0006508
C5WLN6	
C6SUU8	
Q9V4C4	GO:0017156,GO:0048791,GO:0071277,GO:0007269,GO:0014059,GO:0016079,GO:0016192
